code_iris,median_income,poverty_rate,income_d1,income_d9,income_inequality_ratio,gini_index,income_q1,income_q3,code_insee
693820204,35250.0,9.0,13980.0,81960.0,5.9,0.732,23040.0,53550.0,69382
693820301,36540.0,7.0,16660.0,78040.0,4.7,0.376,25180.0,51610.0,69382
693820302,32110.0,9.0,13990.0,68290.0,4.9,0.366,21890.0,46640.0,69382
693820401,31330.0,9.0,14620.0,69020.0,4.7,0.354,22150.0,47950.0,69382
693820402,29690.0,11.0,13290.0,61080.0,4.6,0.364,21130.0,44130.0,69382
693820501,,,,,,,,,69382
693820502,26450.0,13.0,12930.0,48940.0,3.8,0.301,18490.0,36190.0,69382
693820503,22030.0,21.0,9910.0,42700.0,4.3,0.317,14990.0,30150.0,69382
693820504,22460.0,19.0,11080.0,41240.0,3.7,0.295,15440.0,31010.0,69382
693830101,,,,,,,,,69383
693830102,35040.0,11.0,13590.0,68440.0,5.0,0.359,23760.0,48260.0,69383
693830103,30460.0,7.0,16310.0,57520.0,3.5,0.286,23070.0,41390.0,69383
693830104,32600.0,11.0,13410.0,60110.0,4.5,0.33,22680.0,44490.0,69383
693830105,31100.0,12.0,12710.0,59770.0,4.7,0.325,20790.0,41750.0,69383
693830201,20660.0,29.0,8860.0,42880.0,4.8,0.338,12840.0,31830.0,69383
693830202,23940.0,20.0,10290.0,43580.0,4.2,0.299,15040.0,33110.0,69383
693830203,29350.0,11.0,13390.0,52400.0,3.9,0.296,20290.0,40490.0,69383
693830204,26710.0,13.0,12660.0,48910.0,3.9,0.297,18750.0,37850.0,69383
693830205,24840.0,17.0,11410.0,46160.0,4.0,0.304,16610.0,34820.0,69383
693830301,22320.0,18.0,11490.0,42350.0,3.7,0.298,15670.0,31640.0,69383
693830302,25960.0,15.0,11980.0,46600.0,3.9,0.296,17730.0,35420.0,69383
693830401,25490.0,12.0,12980.0,45230.0,3.5,0.272,18840.0,34420.0,69383
693830402,25180.0,13.0,12750.0,45560.0,3.6,0.283,17640.0,35100.0,69383
693830403,,,,,,,,,69383
693830404,26740.0,13.0,12830.0,46520.0,3.6,0.276,18650.0,35310.0,69383
693830405,24550.0,14.0,12440.0,43490.0,3.5,0.283,17310.0,33560.0,69383
693830501,26820.0,13.0,12640.0,46830.0,3.7,0.276,18960.0,36840.0,69383
693830502,26160.0,14.0,12080.0,43980.0,3.6,0.276,18340.0,35030.0,69383
693830601,23410.0,18.0,10950.0,42370.0,3.9,0.294,15940.0,32180.0,69383
693830602,21610.0,24.0,10070.0,44870.0,4.5,0.321,14270.0,32100.0,69383
693830603,32700.0,6.0,17100.0,57000.0,3.3,0.273,23700.0,42350.0,69383
693830604,29390.0,10.0,14030.0,53620.0,3.8,0.292,21070.0,39730.0,69383
693830701,26300.0,11.0,13410.0,49550.0,3.7,0.298,17880.0,35890.0,69383
693830702,25770.0,15.0,11940.0,47870.0,4.0,0.313,17480.0,35620.0,69383
693830703,30640.0,8.0,14930.0,59280.0,4.0,0.334,22290.0,41260.0,69383
693830801,27830.0,14.0,11700.0,52990.0,4.5,0.303,19100.0,37840.0,69383
693830802,26260.0,13.0,12120.0,47910.0,4.0,0.298,18880.0,36540.0,69383
693830803,,,,,,,,,69383
693830804,26820.0,19.0,10310.0,59310.0,5.8,0.404,16450.0,41970.0,69383
693830901,27050.0,13.0,12770.0,53080.0,4.2,0.33,18650.0,38410.0,69383
693830902,34650.0,13.0,12980.0,78190.0,6.0,0.384,21190.0,50320.0,69383
693840101,29620.0,9.0,14430.0,55290.0,3.8,0.315,21160.0,39800.0,69384
693840102,28110.0,12.0,12980.0,50340.0,3.9,0.309,19260.0,37640.0,69384
693840103,28550.0,10.0,14060.0,49680.0,3.5,0.294,20950.0,38210.0,69384
693840201,,,,,,,,,69384
693840202,26820.0,11.0,13560.0,47550.0,3.5,0.287,19600.0,35630.0,69384
693840203,28560.0,11.0,12890.0,50650.0,3.9,0.312,19890.0,39340.0,69384
693840204,26510.0,11.0,13390.0,47490.0,3.5,0.307,19220.0,36870.0,69384
693840301,28420.0,11.0,13520.0,55250.0,4.1,0.313,19610.0,40010.0,69384
693840302,28480.0,8.0,14780.0,50100.0,3.4,0.293,20620.0,38540.0,69384
693840303,28060.0,10.0,13920.0,52540.0,3.8,0.315,20460.0,37600.0,69384
693840401,27700.0,9.0,14290.0,52020.0,3.6,0.291,20870.0,37380.0,69384
693840402,24000.0,19.0,11040.0,62420.0,5.7,0.41,16110.0,38940.0,69384
693840403,27770.0,10.0,13680.0,50960.0,3.7,0.302,19620.0,38460.0,69384
693840501,28750.0,12.0,13510.0,66800.0,4.9,0.455,19330.0,41700.0,69384
693840502,31960.0,8.0,15470.0,59630.0,3.9,0.318,22760.0,43200.0,69384
693850101,25950.0,17.0,10230.0,53850.0,5.3,0.343,17350.0,37540.0,69385
693850102,26440.0,15.0,11600.0,59210.0,5.1,0.366,17720.0,38280.0,69385
693850103,26940.0,13.0,11880.0,59310.0,5.0,0.351,19030.0,37940.0,69385
693850104,28470.0,13.0,12830.0,56040.0,4.4,0.344,19140.0,41270.0,69385
693850201,,,,,,,,,69385
693850202,24440.0,17.0,10760.0,51420.0,4.8,0.329,15890.0,36030.0,69385
693850203,23540.0,16.0,12320.0,45270.0,3.7,0.307,16760.0,33020.0,69385
693850204,32710.0,9.0,14490.0,60620.0,4.2,0.319,22620.0,42920.0,69385
693850301,19690.0,23.0,10380.0,31650.0,3.0,0.232,14940.0,25040.0,69385
693850302,23020.0,20.0,10600.0,42190.0,4.0,0.317,14990.0,31410.0,69385
693850401,,,,,,,,,69385
693850402,,,,,,,,,69385
693850403,28130.0,8.0,15200.0,49320.0,3.2,0.266,20750.0,37060.0,69385
693850404,25660.0,11.0,12970.0,45160.0,3.5,0.269,18860.0,33900.0,69385
693850501,26030.0,9.0,14290.0,40820.0,2.9,0.237,18950.0,32400.0,69385
693850502,27580.0,12.0,13130.0,50470.0,3.8,0.308,18500.0,38220.0,69385
693850503,22370.0,21.0,11110.0,46970.0,4.2,0.364,15050.0,31690.0,69385
693850504,29170.0,10.0,14410.0,58650.0,4.1,0.317,21090.0,40150.0,69385
693850601,24360.0,12.0,13030.0,42360.0,3.3,0.31,18280.0,31980.0,69385
693850602,28670.0,11.0,13620.0,57680.0,4.2,0.328,20140.0,40850.0,69385
693850603,30030.0,3.0,18710.0,47840.0,2.6,0.223,23680.0,37170.0,69385
693860101,,,,,,,,,69386
693860102,,,,,,,,,69386
693860103,41640.0,5.0,21030.0,99900.0,4.8,0.582,29640.0,62330.0,69386
693860104,38950.0,6.0,17370.0,83010.0,4.8,0.386,25640.0,55850.0,69386
693860201,39910.0,5.0,19810.0,85600.0,4.3,0.352,28120.0,55460.0,69386
693860202,38400.0,5.0,19380.0,79120.0,4.1,0.444,27190.0,53300.0,69386
693860301,38460.0,6.0,17480.0,93490.0,5.4,0.407,25550.0,57700.0,69386
693860302,32980.0,8.0,15300.0,68690.0,4.5,0.344,22460.0,48120.0,69386
693860303,32100.0,10.0,13990.0,63770.0,4.6,0.338,21650.0,45780.0,69386
693860304,34140.0,9.0,14400.0,66200.0,4.6,0.367,23650.0,47010.0,69386
693860401,33830.0,7.0,16030.0,72060.0,4.5,0.406,23210.0,47210.0,69386
693860402,36740.0,5.0,18530.0,71570.0,3.9,0.325,26300.0,50830.0,69386
693860403,35550.0,5.0,18360.0,73990.0,4.0,0.343,26200.0,49810.0,69386
693860501,26060.0,17.0,10670.0,58880.0,5.5,0.393,17050.0,39880.0,69386
693860502,31150.0,11.0,13340.0,58680.0,4.4,0.311,20460.0,43150.0,69386
693860503,29630.0,12.0,12950.0,55660.0,4.3,0.327,19950.0,41430.0,69386
693860601,29760.0,11.0,12990.0,63280.0,4.9,0.345,19740.0,43870.0,69386
693860602,28970.0,11.0,13500.0,56680.0,4.2,0.32,19080.0,41060.0,69386
693860603,26750.0,13.0,13000.0,55270.0,4.3,0.325,18130.0,40120.0,69386
693860701,28710.0,11.0,13090.0,49050.0,3.7,0.277,19680.0,38520.0,69386
693860702,25130.0,14.0,12430.0,50630.0,4.1,0.322,17840.0,36590.0,69386
693870101,23560.0,18.0,10340.0,44430.0,4.3,0.308,16280.0,33790.0,69387
693870102,27420.0,13.0,12360.0,51900.0,4.2,0.328,18790.0,38350.0,69387
693870103,27050.0,13.0,11900.0,48230.0,4.1,0.289,18730.0,36470.0,69387
693870201,21200.0,23.0,9240.0,40490.0,4.4,0.312,14240.0,30270.0,69387
693870202,25730.0,17.0,10660.0,45460.0,4.3,0.304,17060.0,35640.0,69387
693870203,27900.0,12.0,12730.0,46780.0,3.7,0.285,19970.0,35850.0,69387
693870301,29780.0,11.0,13430.0,54900.0,4.1,0.301,20710.0,41000.0,69387
693870302,26650.0,11.0,13390.0,47370.0,3.5,0.285,19180.0,35660.0,69387
693870401,25430.0,15.0,11840.0,44160.0,3.7,0.276,16760.0,33370.0,69387
693870402,25060.0,15.0,11960.0,43590.0,3.6,0.28,17310.0,33600.0,69387
693870403,22890.0,18.0,10710.0,38740.0,3.6,0.271,16180.0,30470.0,69387
693870501,26660.0,14.0,11910.0,47150.0,4.0,0.283,17990.0,35380.0,69387
693870502,27350.0,14.0,11760.0,47400.0,4.0,0.296,18480.0,36860.0,69387
693870503,24670.0,15.0,11890.0,43470.0,3.7,0.282,17040.0,33400.0,69387
693870601,24310.0,17.0,11890.0,42080.0,3.5,0.276,16690.0,32980.0,69387
693870602,23890.0,15.0,12130.0,40500.0,3.3,0.256,17670.0,31710.0,69387
693870603,23920.0,16.0,11560.0,40700.0,3.5,0.28,16520.0,31730.0,69387
693870701,24300.0,15.0,11380.0,41380.0,3.6,0.264,17120.0,32140.0,69387
693870703,18340.0,29.0,9210.0,32830.0,3.6,0.275,13140.0,24890.0,69387
693870704,23620.0,15.0,12030.0,41010.0,3.4,0.27,17320.0,31150.0,69387
693870705,25200.0,14.0,12140.0,42740.0,3.5,0.267,18000.0,33440.0,69387
693870801,21350.0,21.0,10340.0,37310.0,3.6,0.273,14600.0,28960.0,69387
693870802,20680.0,23.0,10260.0,35780.0,3.5,0.282,14420.0,27300.0,69387
693870901,,,,,,,,,69387
693880101,28460.0,9.0,14490.0,49920.0,3.4,0.281,20720.0,38410.0,69388
693880102,25780.0,17.0,11430.0,44720.0,3.9,0.286,16930.0,35170.0,69388
693880104,27740.0,10.0,14140.0,46070.0,3.3,0.264,20330.0,36170.0,69388
693880105,23260.0,18.0,11520.0,42720.0,3.7,0.29,16130.0,32590.0,69388
693880202,27110.0,12.0,13330.0,49210.0,3.7,0.295,19380.0,36950.0,69388
693880203,31220.0,9.0,14120.0,53670.0,3.8,0.295,22560.0,42580.0,69388
693880204,28570.0,11.0,13580.0,51550.0,3.8,0.297,20630.0,37470.0,69388
693880301,26030.0,12.0,12610.0,41480.0,3.3,0.249,19390.0,32650.0,69388
693880302,16980.0,34.0,9510.0,31740.0,3.3,0.303,12740.0,23410.0,69388
693880303,21390.0,22.0,10310.0,40090.0,3.9,0.298,14370.0,29870.0,69388
693880401,14470.0,45.0,8600.0,25030.0,2.9,0.234,11270.0,19120.0,69388
693880402,16390.0,33.0,9020.0,30630.0,3.4,0.26,12290.0,23180.0,69388
693880403,23510.0,16.0,12130.0,38610.0,3.2,0.258,16860.0,30530.0,69388
693880404,22240.0,17.0,11660.0,37690.0,3.2,0.258,16220.0,29210.0,69388
693880501,22050.0,17.0,11730.0,37730.0,3.2,0.265,16570.0,28950.0,69388
693880502,24620.0,13.0,12580.0,41210.0,3.3,0.258,17840.0,31660.0,69388
693880503,24360.0,10.0,13700.0,37750.0,2.8,0.237,18860.0,30370.0,69388
693880601,14860.0,43.0,8930.0,25890.0,2.9,0.234,11530.0,20310.0,69388
693880602,15660.0,39.0,8880.0,26540.0,3.0,0.248,11820.0,20760.0,69388
693880603,14040.0,49.0,8500.0,22520.0,2.6,0.217,10700.0,18390.0,69388
693880701,23870.0,15.0,11560.0,44290.0,3.8,0.293,17170.0,33660.0,69388
693880702,16900.0,33.0,9590.0,29500.0,3.1,0.253,12560.0,22770.0,69388
693880801,16820.0,33.0,9440.0,29360.0,3.1,0.25,12480.0,23270.0,69388
693880802,16860.0,34.0,9010.0,31360.0,3.5,0.284,12340.0,22720.0,69388
693880901,22260.0,17.0,11840.0,39550.0,3.3,0.268,15800.0,30210.0,69388
693880902,21290.0,21.0,10140.0,35750.0,3.5,0.263,15060.0,28800.0,69388
693880903,17300.0,33.0,9750.0,30210.0,3.1,0.255,12700.0,23250.0,69388
693890101,20200.0,27.0,10480.0,40540.0,3.9,0.305,13620.0,28460.0,69389
693890102,29480.0,5.0,16140.0,50060.0,3.1,0.251,22460.0,38020.0,69389
693890103,27210.0,12.0,13200.0,48140.0,3.6,0.286,18910.0,37300.0,69389
693890104,19660.0,23.0,11280.0,33220.0,2.9,0.254,14220.0,26580.0,69389
693890201,21030.0,23.0,10430.0,41060.0,3.9,0.331,14250.0,31380.0,69389
693890202,,,,,,,,,69389
693890203,22550.0,20.0,10880.0,37170.0,3.4,0.26,15260.0,30080.0,69389
693890301,23190.0,17.0,11470.0,41560.0,3.6,0.282,16300.0,31510.0,69389
693890302,20050.0,26.0,9910.0,37090.0,3.7,0.295,13750.0,28020.0,69389
693890303,24100.0,16.0,11190.0,40910.0,3.7,0.266,17270.0,32500.0,69389
693890401,22210.0,18.0,11280.0,39350.0,3.5,0.282,15470.0,30710.0,69389
693890402,28160.0,11.0,12800.0,51830.0,4.0,0.337,19950.0,37540.0,69389
693890403,21690.0,23.0,10240.0,38300.0,3.7,0.275,14330.0,29430.0,69389
693890501,18200.0,27.0,10210.0,36570.0,3.6,0.302,13340.0,25070.0,69389
693890502,24790.0,11.0,13480.0,40820.0,3.0,0.231,18420.0,31820.0,69389
693890604,14790.0,43.0,9160.0,26710.0,2.9,0.255,11330.0,20270.0,69389
693890605,14860.0,43.0,9030.0,25110.0,2.8,0.224,11800.0,19890.0,69389
693890606,16760.0,35.0,9040.0,29410.0,3.3,0.261,12270.0,23060.0,69389
693890607,20150.0,19.0,11560.0,33050.0,2.9,0.245,15040.0,26340.0,69389
702790101,15990.0,37.0,9430.0,27150.0,2.9,0.258,12110.0,21790.0,70279
702790102,18310.0,26.0,10290.0,31190.0,3.0,0.256,13600.0,23940.0,70279
702790103,19490.0,23.0,11130.0,32500.0,2.9,0.265,14090.0,25930.0,70279
702850101,19580.0,21.0,11140.0,32730.0,2.9,0.241,14910.0,25150.0,70285
702850102,22290.0,11.0,13320.0,35910.0,2.7,0.223,17370.0,28340.0,70285
702850104,17880.0,30.0,10350.0,31080.0,3.0,0.251,12970.0,23810.0,70285
702850105,22100.0,15.0,12670.0,35860.0,2.8,0.238,16570.0,28520.0,70285
703100101,19770.0,21.0,10410.0,36840.0,3.5,0.33,14670.0,27460.0,70310
703100102,17570.0,30.0,10130.0,31950.0,3.2,0.266,12720.0,24090.0,70310
703100103,20620.0,17.0,11940.0,31750.0,2.7,0.243,15340.0,25900.0,70310
703110101,20760.0,18.0,11390.0,40500.0,3.6,0.315,15190.0,28810.0,70311
703110102,18970.0,21.0,11420.0,35550.0,3.1,0.292,14470.0,25400.0,70311
703110103,14940.0,43.0,8780.0,26870.0,3.1,0.255,11670.0,20700.0,70311
703110104,19370.0,21.0,12010.0,31840.0,2.7,0.228,14600.0,24520.0,70311
705500101,16740.0,33.0,9490.0,26630.0,2.8,0.222,12690.0,21360.0,70550
705500102,13790.0,51.0,8670.0,24590.0,2.8,0.237,10940.0,19060.0,70550
705500103,22980.0,10.0,13730.0,41500.0,3.0,0.274,17880.0,30160.0,70550
705500104,18530.0,25.0,10880.0,31290.0,2.9,0.255,13830.0,24470.0,70550
705500105,21160.0,18.0,11570.0,36150.0,3.1,0.268,15410.0,27820.0,70550
705500106,17710.0,31.0,9720.0,37730.0,3.9,0.335,12880.0,25020.0,70550
705500107,21060.0,18.0,11360.0,35770.0,3.1,0.258,15600.0,27890.0,70550
710140101,,,,,,,,,71014
710140102,21950.0,17.0,11810.0,36450.0,3.1,0.258,16000.0,27580.0,71014
710140103,18100.0,27.0,10520.0,28700.0,2.7,0.228,13650.0,22990.0,71014
710140104,21250.0,17.0,11990.0,36020.0,3.0,0.293,15900.0,27610.0,71014
710140105,19840.0,21.0,10610.0,34480.0,3.2,0.254,14570.0,26460.0,71014
710140106,24460.0,11.0,13300.0,42780.0,3.2,0.299,18020.0,31420.0,71014
710140107,18710.0,31.0,9370.0,33590.0,3.6,0.301,12820.0,25140.0,71014
710140108,20440.0,21.0,10790.0,37600.0,3.5,0.355,14750.0,27940.0,71014
710140109,,,,,,,,,71014
710140110,,,,,,,,,71014
710400101,19020.0,20.0,11360.0,29900.0,2.6,0.212,14680.0,23760.0,71040
710400102,23190.0,7.0,14840.0,35280.0,2.4,0.197,19010.0,28360.0,71040
710400103,22440.0,9.0,14120.0,34940.0,2.5,0.204,17960.0,27970.0,71040
710470101,20600.0,17.0,12280.0,31610.0,2.6,0.238,15910.0,25440.0,71047
710470102,23130.0,7.0,14950.0,33610.0,2.2,0.195,18500.0,28220.0,71047
710730101,19840.0,18.0,11800.0,30720.0,2.6,0.217,15300.0,24550.0,71073
710730102,22630.0,8.0,14720.0,35130.0,2.4,0.227,18200.0,27900.0,71073
710760101,,,,,,,,,71076
710760102,,,,,,,,,71076
710760103,20640.0,15.0,12000.0,33680.0,2.8,0.24,16060.0,26070.0,71076
710760104,18000.0,26.0,11080.0,29270.0,2.6,0.223,13760.0,23140.0,71076
710760105,21830.0,12.0,12940.0,36010.0,2.8,0.245,16820.0,28480.0,71076
710760106,20390.0,17.0,11400.0,33310.0,2.9,0.251,15600.0,26050.0,71076
710760107,16940.0,31.0,8860.0,27600.0,3.1,0.23,12990.0,21850.0,71076
710760108,13460.0,53.0,8830.0,19670.0,2.2,0.187,10800.0,16730.0,71076
710760109,13580.0,52.0,8800.0,21430.0,2.4,0.197,10530.0,17270.0,71076
710760110,16030.0,37.0,9360.0,27150.0,2.9,0.242,12250.0,20940.0,71076
710760111,16960.0,31.0,9910.0,28810.0,2.9,0.259,13040.0,22670.0,71076
710760112,20730.0,15.0,12370.0,33140.0,2.7,0.218,16020.0,25820.0,71076
710760113,22540.0,13.0,13080.0,41490.0,3.2,0.316,17070.0,30110.0,71076
710760114,20790.0,16.0,12130.0,35310.0,2.9,0.25,15760.0,26600.0,71076
710760115,22950.0,14.0,12120.0,40860.0,3.4,0.295,16990.0,30790.0,71076
710760116,21990.0,14.0,12550.0,38800.0,3.1,0.27,16220.0,29110.0,71076
710760117,23800.0,15.0,11980.0,46910.0,3.9,0.353,16740.0,32870.0,71076
710760118,21500.0,16.0,11910.0,38720.0,3.3,0.267,16040.0,28830.0,71076
710760119,21330.0,16.0,12610.0,35420.0,2.8,0.247,16420.0,27450.0,71076
710760120,20470.0,18.0,11890.0,32340.0,2.7,0.223,15300.0,25530.0,71076
710760197,,,,,,,,,71076
710760198,,,,,,,,,71076
710760199,,,,,,,,,71076
711050101,23210.0,11.0,13340.0,36750.0,2.8,0.229,17900.0,29060.0,71105
711050102,23680.0,11.0,13710.0,39060.0,2.8,0.258,18450.0,30290.0,71105
711050103,28430.0,5.0,15930.0,51120.0,3.2,0.275,21300.0,37030.0,71105
711180101,21810.0,12.0,12950.0,34370.0,2.7,0.222,17220.0,27710.0,71118
711180102,22680.0,11.0,13640.0,37180.0,2.7,0.236,17590.0,29690.0,71118
711180103,,,,,,,,,71118
711530101,18320.0,27.0,10200.0,30810.0,3.0,0.241,13640.0,23880.0,71153
711530102,15540.0,37.0,9130.0,24880.0,2.7,0.23,12020.0,20090.0,71153
711530103,21560.0,17.0,11750.0,35400.0,3.0,0.249,15760.0,27430.0,71153
711530104,,,,,,,,,71153
711530105,23240.0,9.0,14380.0,38070.0,2.6,0.237,19030.0,29040.0,71153
711530106,20270.0,17.0,12290.0,32150.0,2.6,0.225,15400.0,25650.0,71153
711530107,,,,,,,,,71153
711530108,,,,,,,,,71153
711530109,22090.0,11.0,13430.0,35480.0,2.6,0.233,17270.0,28260.0,71153
711530110,20520.0,17.0,11990.0,35920.0,3.0,0.26,15440.0,27320.0,71153
711530111,18390.0,25.0,10290.0,33050.0,3.2,0.275,13730.0,23910.0,71153
711530112,21620.0,13.0,12380.0,35440.0,2.9,0.23,16970.0,28470.0,71153
711530113,23650.0,7.0,14640.0,36710.0,2.5,0.238,18250.0,29240.0,71153
711530114,,,,,,,,,71153
711530115,,,,,,,,,71153
711760101,18720.0,23.0,10560.0,27790.0,2.6,0.22,14120.0,23230.0,71176
711760102,21760.0,11.0,13280.0,34460.0,2.6,0.208,17840.0,27000.0,71176
711760103,20050.0,19.0,11740.0,34090.0,2.9,0.285,15020.0,25750.0,71176
711760104,19000.0,21.0,11160.0,29680.0,2.7,0.228,14670.0,24040.0,71176
712300101,19880.0,17.0,11860.0,31070.0,2.6,0.21,15340.0,25150.0,71230
712300102,21820.0,9.0,14220.0,34440.0,2.4,0.212,16970.0,27770.0,71230
712300103,19690.0,13.0,13200.0,30160.0,2.3,0.19,15690.0,23780.0,71230
712300104,22900.0,9.0,14070.0,35010.0,2.5,0.222,18010.0,29050.0,71230
712300199,,,,,,,,,71230
712630101,19080.0,24.0,10280.0,32880.0,3.2,0.353,14040.0,24730.0,71263
712630102,22900.0,12.0,13310.0,36710.0,2.8,0.238,17470.0,28880.0,71263
712700101,22840.0,7.0,15320.0,35950.0,2.3,0.217,18840.0,28600.0,71270
712700102,25230.0,11.0,13390.0,42980.0,3.2,0.28,19110.0,32180.0,71270
712700103,14460.0,47.0,9100.0,23100.0,2.5,0.204,11470.0,18100.0,71270
712700104,,,,,,,,,71270
712700105,20790.0,18.0,11350.0,37860.0,3.3,0.283,15480.0,27790.0,71270
712700106,24630.0,12.0,12920.0,48130.0,3.7,0.322,18070.0,33010.0,71270
712700107,21000.0,19.0,11030.0,36530.0,3.3,0.275,15520.0,28280.0,71270
712700108,20970.0,19.0,11640.0,37490.0,3.2,0.276,15450.0,28210.0,71270
712700109,15340.0,43.0,8890.0,27310.0,3.1,0.28,11440.0,21080.0,71270
712700110,16690.0,35.0,9690.0,30200.0,3.1,0.26,12670.0,24150.0,71270
712700111,13650.0,51.0,8710.0,22340.0,2.6,0.222,10800.0,17450.0,71270
712700112,19940.0,21.0,11240.0,33450.0,3.0,0.259,14640.0,25310.0,71270
712700113,,,,,,,,,71270
712700114,24850.0,7.0,14770.0,42370.0,2.9,0.253,19350.0,32390.0,71270
712700115,14890.0,43.0,9150.0,24940.0,2.7,0.237,11630.0,19590.0,71270
712700116,18780.0,25.0,10240.0,29970.0,2.9,0.231,13730.0,24920.0,71270
712700117,15890.0,37.0,9440.0,25550.0,2.7,0.211,12400.0,20570.0,71270
712709801,,,,,,,,,71270
712709802,,,,,,,,,71270
712709803,,,,,,,,,71270
713060101,19470.0,20.0,11220.0,29700.0,2.6,0.215,14640.0,23840.0,71306
713060102,20230.0,15.0,12940.0,29140.0,2.3,0.189,16350.0,24600.0,71306
713060103,20970.0,13.0,12970.0,32970.0,2.5,0.229,16330.0,25970.0,71306
713060104,19320.0,22.0,11020.0,32600.0,3.0,0.249,14660.0,25060.0,71306
713060105,18130.0,27.0,10030.0,29460.0,2.9,0.241,13350.0,23950.0,71306
713060106,14330.0,47.0,8830.0,23860.0,2.7,0.229,11260.0,19130.0,71306
713060107,19530.0,23.0,10940.0,34180.0,3.1,0.273,14690.0,25040.0,71306
713060108,18760.0,24.0,10860.0,31010.0,2.9,0.249,14080.0,24060.0,71306
713060109,20340.0,19.0,11170.0,36270.0,3.2,0.272,15210.0,26470.0,71306
713060110,,,,,,,,,71306
713100101,21780.0,12.0,13260.0,32840.0,2.5,0.199,17040.0,26860.0,71310
713100102,20160.0,19.0,12040.0,32630.0,2.7,0.236,15330.0,26000.0,71310
713420101,23600.0,12.0,13400.0,44980.0,3.4,0.288,17800.0,31790.0,71342
713420102,20810.0,18.0,11850.0,34790.0,2.9,0.275,15240.0,26920.0,71342
713420103,19900.0,17.0,12050.0,31830.0,2.6,0.213,15510.0,24430.0,71342
713420104,20710.0,16.0,12000.0,34240.0,2.9,0.241,16090.0,26690.0,71342
714450101,21850.0,12.0,13330.0,33810.0,2.5,0.211,17190.0,27710.0,71445
714450102,22560.0,11.0,13150.0,36230.0,2.8,0.23,17410.0,29080.0,71445
714750101,20980.0,15.0,12740.0,34300.0,2.7,0.234,16280.0,27770.0,71475
714750102,23810.0,9.0,13950.0,40160.0,2.9,0.235,18870.0,30350.0,71475
714750103,24780.0,8.0,14760.0,41720.0,2.8,0.242,19370.0,31510.0,71475
714860101,21770.0,14.0,13060.0,34920.0,2.7,0.23,16620.0,27740.0,71486
714860102,22750.0,7.0,15280.0,37450.0,2.5,0.239,18680.0,29350.0,71486
714860103,23830.0,7.0,14980.0,37910.0,2.5,0.229,18810.0,30480.0,71486
714860104,19470.0,17.0,12520.0,29260.0,2.3,0.197,15520.0,24320.0,71486
714990101,20970.0,15.0,12850.0,33110.0,2.6,0.223,16180.0,25890.0,71499
714990102,22150.0,9.0,14300.0,33360.0,2.3,0.2,17590.0,27600.0,71499
715430101,19920.0,20.0,11280.0,32690.0,2.9,0.258,14960.0,25830.0,71543
715430102,21790.0,17.0,12200.0,36550.0,3.0,0.245,16690.0,27970.0,71543
720030101,21340.0,13.0,13390.0,31430.0,2.3,0.21,16450.0,26230.0,72003
720030102,14250.0,47.0,8700.0,22760.0,2.6,0.217,11320.0,18730.0,72003
720030103,15660.0,39.0,9360.0,25570.0,2.7,0.22,11910.0,20420.0,72003
720030104,13810.0,51.0,8520.0,22490.0,2.6,0.214,10700.0,17990.0,72003
720030105,21520.0,10.0,13970.0,31060.0,2.2,0.182,17600.0,25920.0,72003
720080101,22430.0,11.0,13740.0,32070.0,2.3,0.181,18360.0,26210.0,72008
720080102,23390.0,11.0,13130.0,37540.0,2.9,0.258,18060.0,29400.0,72008
720580101,24590.0,6.0,15190.0,38390.0,2.5,0.208,19790.0,30300.0,72058
720580102,26400.0,7.0,16190.0,46910.0,2.9,0.281,20910.0,34420.0,72058
720710101,19200.0,23.0,10590.0,32180.0,3.0,0.252,14290.0,25030.0,72071
720710102,19520.0,22.0,10710.0,30970.0,2.9,0.257,14410.0,24840.0,72071
720710201,,,,,,,,,72071
720710301,,,,,,,,,72071
720950101,14120.0,48.0,8800.0,31400.0,3.6,0.38,10900.0,21150.0,72095
720950102,24120.0,13.0,12740.0,38570.0,3.0,0.247,18110.0,30590.0,72095
720950103,20480.0,22.0,10650.0,31150.0,2.9,0.236,14630.0,25960.0,72095
721240101,21190.0,14.0,12820.0,33410.0,2.6,0.234,17060.0,26560.0,72124
721240102,22730.0,8.0,14600.0,35270.0,2.4,0.221,18270.0,28280.0,72124
721320101,20540.0,21.0,11220.0,33170.0,3.0,0.248,14920.0,25730.0,72132
721320102,20390.0,17.0,12340.0,33590.0,2.7,0.257,15530.0,25590.0,72132
721320103,20430.0,23.0,11320.0,32850.0,2.9,0.283,14560.0,25890.0,72132
721320104,21390.0,15.0,12260.0,32970.0,2.7,0.239,16370.0,27100.0,72132
721320105,,,,,,,,,72132
721540101,22020.0,15.0,12030.0,37630.0,3.1,0.276,16720.0,29520.0,72154
721540102,19810.0,19.0,11740.0,34180.0,2.9,0.259,14960.0,26920.0,72154
721540103,20140.0,17.0,11890.0,34360.0,2.9,0.238,15790.0,26140.0,72154
721540104,23680.0,7.0,14950.0,37250.0,2.5,0.219,19180.0,29810.0,72154
721540105,21170.0,19.0,11250.0,34930.0,3.1,0.254,15440.0,26790.0,72154
721540106,21460.0,12.0,13240.0,32540.0,2.5,0.216,17310.0,26530.0,72154
721540107,21570.0,15.0,12300.0,35760.0,2.9,0.28,16560.0,27360.0,72154
