code_iris,median_income,poverty_rate,income_d1,income_d9,income_inequality_ratio,gini_index,income_q1,income_q3,code_insee
352380604,22680.0,18.0,10890.0,40530.0,3.7,0.281,15390.0,32090.0,35238
352380605,,,,,,,,,35238
352380606,18700.0,29.0,8740.0,36270.0,4.2,0.307,13120.0,26990.0,35238
352380607,,,,,,,,,35238
352380701,27770.0,8.0,14730.0,48280.0,3.3,0.297,20280.0,35910.0,35238
352380702,23660.0,17.0,10980.0,41590.0,3.8,0.286,16020.0,32840.0,35238
352380703,27130.0,11.0,13750.0,43100.0,3.1,0.246,19510.0,34430.0,35238
352380704,,,,,,,,,35238
352380705,22140.0,18.0,11260.0,36030.0,3.2,0.243,15680.0,29720.0,35238
352380706,26460.0,10.0,14040.0,41740.0,3.0,0.241,19980.0,33760.0,35238
352380707,19950.0,27.0,9530.0,33320.0,3.5,0.266,13630.0,27090.0,35238
352380708,22680.0,19.0,11410.0,42530.0,3.7,0.282,15830.0,31620.0,35238
352380801,26540.0,14.0,12540.0,48870.0,3.9,0.313,18100.0,36650.0,35238
352380802,27460.0,11.0,13410.0,47610.0,3.5,0.268,19710.0,36300.0,35238
352380803,25910.0,11.0,13700.0,39980.0,2.9,0.224,20120.0,32400.0,35238
352380804,27130.0,12.0,12950.0,51880.0,4.0,0.303,19100.0,38550.0,35238
352380805,28810.0,9.0,13920.0,52090.0,3.7,0.302,20250.0,38930.0,35238
352380806,28310.0,13.0,12810.0,52150.0,4.1,0.295,19690.0,38740.0,35238
352380807,23740.0,21.0,10580.0,51310.0,4.9,0.341,15570.0,35680.0,35238
352380808,24380.0,17.0,11470.0,46430.0,4.0,0.306,17200.0,33860.0,35238
352380901,25480.0,17.0,11570.0,53460.0,4.6,0.364,16750.0,36850.0,35238
352380902,25730.0,14.0,11920.0,48860.0,4.1,0.326,18040.0,35650.0,35238
352380903,22310.0,18.0,11310.0,37660.0,3.3,0.282,15830.0,29500.0,35238
352380904,21070.0,24.0,9860.0,35860.0,3.6,0.281,14190.0,27940.0,35238
352380905,,,,,,,,,35238
352381001,19720.0,29.0,8940.0,35670.0,4.0,0.313,12860.0,27380.0,35238
352381002,16260.0,41.0,8100.0,28870.0,3.6,0.266,11440.0,22550.0,35238
352381003,16130.0,41.0,7800.0,29890.0,3.8,0.296,11280.0,22680.0,35238
352381004,14600.0,45.0,8590.0,25350.0,3.0,0.246,10990.0,19970.0,35238
352381005,14710.0,47.0,7650.0,27240.0,3.6,0.287,10790.0,20800.0,35238
352381006,12710.0,57.0,7280.0,20850.0,2.9,0.235,10220.0,16410.0,35238
352381007,20380.0,22.0,11200.0,33250.0,3.0,0.242,14700.0,26690.0,35238
352381008,,,,,,,,,35238
352381101,15200.0,41.0,8900.0,26110.0,2.9,0.242,11420.0,20750.0,35238
352381102,15020.0,43.0,8870.0,26590.0,3.0,0.251,11170.0,20870.0,35238
352381103,25080.0,13.0,12800.0,39500.0,3.1,0.23,17950.0,31380.0,35238
352381104,13170.0,55.0,8220.0,22410.0,2.7,0.236,10320.0,17740.0,35238
352381105,13580.0,53.0,8360.0,22060.0,2.6,0.224,10800.0,18000.0,35238
352381106,14000.0,47.0,8520.0,24030.0,2.8,0.236,10930.0,18720.0,35238
352381107,16020.0,39.0,9230.0,27350.0,3.0,0.233,12040.0,21650.0,35238
352381108,22360.0,19.0,11390.0,34780.0,3.1,0.231,16970.0,27970.0,35238
352381109,20570.0,21.0,10300.0,31990.0,3.1,0.23,15000.0,26420.0,35238
352381201,19760.0,23.0,10760.0,32850.0,3.1,0.237,14260.0,25400.0,35238
352381202,16420.0,37.0,9690.0,29900.0,3.1,0.25,12300.0,23140.0,35238
352381203,14180.0,47.0,8460.0,24860.0,2.9,0.242,10620.0,18950.0,35238
352381204,21930.0,20.0,10610.0,35640.0,3.4,0.252,15150.0,28050.0,35238
352381205,23080.0,13.0,12520.0,35670.0,2.8,0.236,17930.0,29470.0,35238
352381206,26890.0,9.0,15120.0,46080.0,3.0,0.251,20450.0,34310.0,35238
352381207,14740.0,45.0,8650.0,23990.0,2.8,0.238,10670.0,19120.0,35238
352400101,25760.0,7.0,15110.0,42120.0,2.8,0.283,20200.0,33000.0,35240
352400102,23760.0,14.0,12430.0,40220.0,3.2,0.246,17600.0,31020.0,35240
352400103,24740.0,10.0,13760.0,40890.0,3.0,0.237,18340.0,32320.0,35240
352780101,29400.0,8.0,14910.0,54810.0,3.7,0.309,21160.0,39020.0,35278
352780102,31790.0,5.0,16860.0,58100.0,3.4,0.319,23990.0,42280.0,35278
352780103,32780.0,4.0,19060.0,62280.0,3.3,0.316,25630.0,44960.0,35278
352810101,23250.0,12.0,13160.0,37310.0,2.8,0.23,17770.0,29140.0,35281
352810201,20290.0,19.0,11230.0,32060.0,2.9,0.232,15390.0,25900.0,35281
352810202,22390.0,13.0,12880.0,37120.0,2.9,0.237,17380.0,28880.0,35281
352880101,23370.0,15.0,12240.0,44890.0,3.7,0.312,16960.0,31470.0,35288
352880102,26800.0,11.0,13410.0,60280.0,4.5,0.357,18290.0,40680.0,35288
352880103,21460.0,13.0,12950.0,36200.0,2.8,0.239,16770.0,28150.0,35288
352880104,22740.0,14.0,12710.0,40570.0,3.2,0.264,16580.0,30470.0,35288
352880105,23300.0,12.0,13370.0,42460.0,3.2,0.308,17470.0,31770.0,35288
352880106,29420.0,9.0,14420.0,62720.0,4.3,0.436,20370.0,41670.0,35288
352880107,25300.0,6.0,15540.0,44740.0,2.9,0.363,20020.0,33490.0,35288
352880108,30810.0,7.0,16020.0,67320.0,4.2,0.487,23000.0,43590.0,35288
352880109,26320.0,8.0,14830.0,47800.0,3.2,0.264,19870.0,35610.0,35288
352880201,17190.0,32.0,10170.0,26850.0,2.6,0.221,13150.0,21730.0,35288
352880202,23960.0,13.0,12800.0,48670.0,3.8,0.315,17670.0,32850.0,35288
352880203,21330.0,18.0,12010.0,38240.0,3.2,0.262,15320.0,29500.0,35288
352880204,19030.0,22.0,11680.0,31020.0,2.7,0.222,14430.0,24820.0,35288
352880206,21200.0,12.0,13390.0,33020.0,2.5,0.21,16790.0,26860.0,35288
352880207,27310.0,8.0,15070.0,53600.0,3.6,0.308,20260.0,38460.0,35288
352880209,26170.0,13.0,12880.0,45870.0,3.6,0.319,18430.0,35050.0,35288
352880210,21100.0,15.0,12400.0,32310.0,2.6,0.215,16650.0,26650.0,35288
352880211,24630.0,10.0,13820.0,47050.0,3.4,0.306,18550.0,34190.0,35288
352880301,23850.0,9.0,14340.0,41330.0,2.9,0.255,19060.0,31050.0,35288
352880302,,,,,,,,,35288
352880303,26450.0,7.0,14980.0,48220.0,3.2,0.281,19820.0,35810.0,35288
353340101,28240.0,5.0,16720.0,46470.0,2.8,0.246,21600.0,35990.0,35334
353340102,29620.0,3.0,18540.0,43610.0,2.4,0.205,23020.0,36070.0,35334
353340103,27480.0,8.0,14790.0,45380.0,3.1,0.254,20380.0,35530.0,35334
353520101,23490.0,10.0,13750.0,38150.0,2.8,0.262,18320.0,30390.0,35352
353520102,28640.0,6.0,16860.0,47450.0,2.8,0.256,23020.0,36540.0,35352
353520103,26060.0,7.0,15800.0,40620.0,2.6,0.233,20790.0,32240.0,35352
353600101,25070.0,5.0,15830.0,39010.0,2.5,0.206,20230.0,31420.0,35360
353600102,23210.0,9.0,14190.0,37900.0,2.7,0.237,18310.0,29840.0,35360
353600103,22730.0,12.0,13070.0,40080.0,3.1,0.255,17720.0,29710.0,35360
353600104,23830.0,7.0,15290.0,38370.0,2.5,0.238,19270.0,30080.0,35360
353600105,22200.0,15.0,11510.0,38920.0,3.4,0.277,16210.0,29250.0,35360
353600106,23810.0,9.0,14330.0,41250.0,2.9,0.269,18560.0,30750.0,35360
353600107,20900.0,21.0,10830.0,36380.0,3.4,0.275,15010.0,27770.0,35360
360440101,22810.0,19.0,11090.0,50930.0,4.6,0.362,15360.0,34850.0,36044
360440102,22310.0,16.0,11830.0,38860.0,3.3,0.28,16340.0,29730.0,36044
360440103,21850.0,16.0,12000.0,35580.0,3.0,0.263,16590.0,28410.0,36044
360440201,20780.0,18.0,11600.0,32350.0,2.8,0.222,15640.0,26080.0,36044
360440202,14170.0,47.0,8290.0,25150.0,3.0,0.262,10800.0,19110.0,36044
360440301,22720.0,13.0,13070.0,34990.0,2.7,0.225,17830.0,28330.0,36044
360440302,20800.0,25.0,10440.0,34180.0,3.3,0.261,14060.0,27090.0,36044
360440401,20810.0,19.0,11310.0,34590.0,3.1,0.26,15350.0,27460.0,36044
360440402,20460.0,17.0,11530.0,31230.0,2.7,0.215,15680.0,25460.0,36044
360440501,16050.0,41.0,8840.0,29590.0,3.3,0.276,11300.0,22860.0,36044
360440502,,,,,,,,,36044
360440503,14710.0,45.0,8840.0,24970.0,2.8,0.237,11300.0,19410.0,36044
360440601,,,,,,,,,36044
360440602,22660.0,14.0,12460.0,35250.0,2.8,0.231,17220.0,29640.0,36044
360440701,21030.0,17.0,11990.0,32340.0,2.7,0.223,15660.0,26220.0,36044
360440801,20600.0,22.0,10280.0,35590.0,3.5,0.274,14750.0,27030.0,36044
360440802,24010.0,13.0,12010.0,40660.0,3.4,0.272,17870.0,30910.0,36044
360440901,19830.0,27.0,9910.0,34930.0,3.5,0.303,13430.0,26790.0,36044
360441001,20910.0,19.0,11410.0,33310.0,2.9,0.238,15270.0,26600.0,36044
360441101,22890.0,9.0,13850.0,36380.0,2.6,0.232,18350.0,28580.0,36044
360441201,18940.0,26.0,9810.0,31190.0,3.2,0.244,13580.0,24650.0,36044
360630101,25080.0,3.0,16550.0,39470.0,2.4,0.2,20200.0,30890.0,36063
360630102,22060.0,11.0,13530.0,33700.0,2.5,0.213,17410.0,27420.0,36063
360630103,22530.0,9.0,14090.0,33180.0,2.4,0.189,18440.0,27570.0,36063
360630104,18410.0,27.0,9890.0,29300.0,3.0,0.236,13530.0,23810.0,36063
360880101,21430.0,19.0,11250.0,39140.0,3.5,0.306,15330.0,29190.0,36088
360880102,19270.0,17.0,12360.0,29760.0,2.4,0.219,15260.0,24390.0,36088
360880103,21210.0,17.0,12070.0,33530.0,2.8,0.264,16110.0,26700.0,36088
360880104,18010.0,28.0,10090.0,28150.0,2.8,0.222,13300.0,22670.0,36088
360880105,21270.0,15.0,12420.0,34800.0,2.8,0.244,16390.0,27350.0,36088
360880106,22710.0,9.0,13890.0,36210.0,2.6,0.212,18190.0,28520.0,36088
360880107,,,,,,,,,36088
361590101,25780.0,5.0,17100.0,40800.0,2.4,0.237,21140.0,32630.0,36159
361590102,25210.0,6.0,15730.0,37990.0,2.4,0.209,20280.0,31050.0,36159
370030101,22940.0,12.0,12670.0,40280.0,3.2,0.273,17220.0,30560.0,37003
370030102,22040.0,15.0,12170.0,38220.0,3.1,0.272,16360.0,28980.0,37003
370030103,20420.0,21.0,10950.0,32740.0,3.0,0.234,14710.0,25570.0,37003
370030104,19520.0,25.0,10250.0,35390.0,3.5,0.278,13800.0,27250.0,37003
370030105,26160.0,7.0,15520.0,44410.0,2.9,0.262,20290.0,34130.0,37003
370180101,26700.0,4.0,16550.0,44780.0,2.7,0.268,21180.0,33860.0,37018
370180102,23930.0,8.0,14880.0,37940.0,2.5,0.224,18760.0,29620.0,37018
370180103,29060.0,5.0,16640.0,50710.0,3.0,0.259,22030.0,38300.0,37018
370500101,25190.0,10.0,13900.0,42190.0,3.0,0.276,18880.0,32850.0,37050
370500102,23040.0,13.0,12750.0,39040.0,3.1,0.271,17660.0,30760.0,37050
370500103,21260.0,17.0,11780.0,35880.0,3.0,0.254,16070.0,28080.0,37050
370500104,27900.0,3.0,16890.0,49720.0,2.9,0.265,21810.0,36630.0,37050
371090101,26130.0,7.0,15740.0,44680.0,2.8,0.248,20550.0,34000.0,37109
371090102,30720.0,3.0,18570.0,58240.0,3.1,0.298,24070.0,40790.0,37109
371090103,28310.0,5.0,16720.0,49700.0,3.0,0.294,21840.0,37770.0,37109
371220101,17840.0,27.0,10300.0,29270.0,2.8,0.267,13530.0,23150.0,37122
371220102,22120.0,12.0,12960.0,33700.0,2.6,0.215,17160.0,27820.0,37122
371220201,17130.0,33.0,9220.0,26300.0,2.9,0.23,12450.0,21430.0,37122
371220202,22950.0,11.0,13070.0,37710.0,2.9,0.265,18200.0,28820.0,37122
371220301,23050.0,11.0,13760.0,36620.0,2.7,0.218,18480.0,28900.0,37122
371220401,25670.0,5.0,16790.0,39780.0,2.4,0.211,20900.0,31830.0,37122
371220501,26500.0,5.0,17050.0,42210.0,2.5,0.238,21350.0,33370.0,37122
371220601,23370.0,11.0,12810.0,39300.0,3.1,0.255,18270.0,29780.0,37122
371220701,23580.0,13.0,12840.0,40130.0,3.1,0.27,18030.0,30550.0,37122
371220702,23770.0,12.0,13180.0,36640.0,2.8,0.222,18350.0,29570.0,37122
371220801,13660.0,51.0,8200.0,23110.0,2.8,0.238,10410.0,18660.0,37122
371220802,13750.0,51.0,8540.0,23610.0,2.8,0.236,10690.0,18320.0,37122
371220803,17510.0,33.0,9270.0,29040.0,3.1,0.251,12360.0,23330.0,37122
371220804,18030.0,27.0,10290.0,28700.0,2.8,0.224,13190.0,22750.0,37122
371220901,24660.0,7.0,14950.0,39490.0,2.6,0.222,19600.0,31280.0,37122
371220902,23640.0,11.0,13220.0,39290.0,3.0,0.241,18300.0,30170.0,37122
371560101,24590.0,7.0,15040.0,37930.0,2.5,0.202,18870.0,30380.0,37156
371560102,23990.0,10.0,14070.0,38300.0,2.7,0.23,18850.0,31230.0,37156
371560103,22740.0,13.0,12650.0,36590.0,2.9,0.234,17120.0,28960.0,37156
371560104,25210.0,5.0,15730.0,37860.0,2.4,0.216,20190.0,31110.0,37156
371560105,26850.0,5.0,17210.0,42610.0,2.5,0.222,21330.0,33350.0,37156
371950101,19640.0,29.0,8970.0,36650.0,4.1,0.297,12720.0,27040.0,37195
371950102,21030.0,20.0,10710.0,34600.0,3.2,0.254,15170.0,27230.0,37195
371950103,24080.0,13.0,13060.0,40350.0,3.1,0.244,18510.0,31460.0,37195
371950104,24020.0,11.0,12670.0,38080.0,3.0,0.242,17510.0,29720.0,37195
372080101,25840.0,7.0,15150.0,48050.0,3.2,0.293,20190.0,34770.0,37208
372080102,27130.0,7.0,16100.0,48530.0,3.0,0.259,21540.0,37350.0,37208
372080103,23520.0,17.0,11750.0,43430.0,3.7,0.287,16560.0,33000.0,37208
372080104,30310.0,5.0,17890.0,48940.0,2.7,0.251,23710.0,39340.0,37208
372080105,29170.0,9.0,13920.0,52100.0,3.7,0.295,20750.0,38700.0,37208
372080106,30620.0,5.0,17520.0,51840.0,3.0,0.26,23630.0,39760.0,37208
372080107,30870.0,3.0,18340.0,52310.0,2.9,0.257,24000.0,39580.0,37208
372140101,31350.0,3.0,18980.0,58080.0,3.1,0.338,24300.0,41360.0,37214
372140102,31250.0,5.0,17340.0,61330.0,3.5,0.362,22920.0,42230.0,37214
372140103,28050.0,9.0,14250.0,55510.0,3.9,0.422,20370.0,38440.0,37214
372140104,21360.0,16.0,12310.0,34830.0,2.8,0.236,16110.0,28110.0,37214
372140105,25530.0,9.0,14240.0,44120.0,3.1,0.258,18970.0,32950.0,37214
372140106,,,,,,,,,37214
372330101,23390.0,9.0,14500.0,36470.0,2.5,0.215,18560.0,29220.0,37233
372330102,17980.0,27.0,9730.0,27230.0,2.8,0.226,13410.0,22580.0,37233
372330103,14920.0,41.0,8500.0,24530.0,2.9,0.228,11590.0,19340.0,37233
372330104,12890.0,59.0,8100.0,21350.0,2.6,0.224,10180.0,17060.0,37233
372330105,19780.0,21.0,11390.0,30910.0,2.7,0.219,14940.0,24780.0,37233
372330106,20890.0,14.0,12300.0,31250.0,2.5,0.202,16690.0,25840.0,37233
372330107,19590.0,22.0,11030.0,33310.0,3.0,0.248,14690.0,25960.0,37233
372610101,24720.0,18.0,10310.0,58560.0,5.7,0.411,16230.0,38060.0,37261
372610102,,,,,,,,,37261
372610103,18370.0,29.0,9670.0,36660.0,3.8,0.316,13060.0,25560.0,37261
372610104,22800.0,23.0,9780.0,56230.0,5.7,0.4,14420.0,37050.0,37261
372610105,27920.0,13.0,11530.0,60330.0,5.2,0.41,18760.0,39630.0,37261
372610201,34650.0,7.0,16420.0,65910.0,4.0,0.32,23910.0,46500.0,37261
372610202,29510.0,12.0,12150.0,56170.0,4.6,0.322,19540.0,40360.0,37261
372610203,24430.0,20.0,10720.0,44860.0,4.2,0.301,15760.0,33790.0,37261
372610204,30720.0,6.0,15660.0,60270.0,3.8,0.296,21990.0,42720.0,37261
372610301,29280.0,11.0,13620.0,58190.0,4.3,0.325,19660.0,40230.0,37261
372610401,18040.0,32.0,8890.0,36120.0,4.1,0.313,12730.0,25440.0,37261
372610402,17030.0,34.0,9080.0,30900.0,3.4,0.285,12530.0,22800.0,37261
372610501,22310.0,20.0,10670.0,40460.0,3.8,0.294,15130.0,30470.0,37261
372610502,23920.0,17.0,10710.0,43070.0,4.0,0.304,16250.0,32810.0,37261
372610601,16140.0,37.0,9220.0,27830.0,3.0,0.251,11720.0,21570.0,37261
372610602,17160.0,30.0,9930.0,28450.0,2.9,0.239,13130.0,22600.0,37261
372610701,31890.0,6.0,16630.0,61130.0,3.7,0.287,22800.0,44110.0,37261
372610702,23160.0,13.0,12690.0,42010.0,3.3,0.267,17490.0,31560.0,37261
372610801,24730.0,12.0,13070.0,40130.0,3.1,0.248,18690.0,31450.0,37261
372610802,24520.0,12.0,12920.0,39660.0,3.1,0.243,18500.0,31650.0,37261
372610901,24440.0,12.0,12930.0,36820.0,2.8,0.239,18560.0,30460.0,37261
372610902,14110.0,47.0,8360.0,22980.0,2.7,0.219,10850.0,18450.0,37261
372611001,24350.0,12.0,12970.0,44410.0,3.4,0.278,18480.0,33440.0,37261
372611002,28710.0,8.0,14900.0,46200.0,3.1,0.245,21470.0,37450.0,37261
372611003,22860.0,15.0,12510.0,43500.0,3.5,0.296,17340.0,31800.0,37261
372611004,24750.0,13.0,12770.0,42220.0,3.3,0.267,18060.0,32860.0,37261
372611101,13790.0,51.0,7580.0,26760.0,3.5,0.299,10130.0,19350.0,37261
372611102,11420.0,67.0,7370.0,20340.0,2.8,0.236,9310.0,15260.0,37261
372611103,14680.0,45.0,8430.0,28010.0,3.3,0.275,10610.0,21090.0,37261
372611104,13790.0,51.0,8120.0,20820.0,2.6,0.214,10680.0,17450.0,37261
372611105,13210.0,53.0,7630.0,24140.0,3.2,0.265,9910.0,18610.0,37261
372611201,21340.0,19.0,10580.0,33820.0,3.2,0.246,15170.0,26910.0,37261
372611202,19130.0,27.0,10250.0,31910.0,3.1,0.247,13440.0,25460.0,37261
372611301,16380.0,37.0,8640.0,28850.0,3.3,0.26,11400.0,22770.0,37261
372611401,22540.0,14.0,11980.0,38050.0,3.2,0.258,16770.0,29160.0,37261
372611402,20900.0,18.0,11690.0,33330.0,2.9,0.236,15720.0,27040.0,37261
372611403,16900.0,35.0,9460.0,29430.0,3.1,0.269,12230.0,23460.0,37261
372611404,23400.0,15.0,11980.0,39340.0,3.3,0.269,17160.0,30900.0,37261
372611405,24360.0,12.0,12920.0,42530.0,3.3,0.272,18130.0,33280.0,37261
372611503,24550.0,8.0,14380.0,39920.0,2.8,0.236,19230.0,30610.0,37261
372611504,22750.0,18.0,11010.0,44250.0,4.0,0.309,16070.0,31520.0,37261
372611601,25790.0,11.0,13240.0,47180.0,3.6,0.297,18980.0,33920.0,37261
372611701,21860.0,9.0,14490.0,32130.0,2.2,0.172,18390.0,26480.0,37261
372611702,21130.0,13.0,13310.0,30720.0,2.3,0.196,17000.0,25300.0,37261
372611703,18880.0,19.0,11160.0,27190.0,2.4,0.204,14900.0,22840.0,37261
372611704,14050.0,49.0,8940.0,22440.0,2.5,0.205,11280.0,18200.0,37261
372611705,21980.0,13.0,12980.0,32880.0,2.5,0.204,17220.0,27220.0,37261
372611706,18700.0,25.0,10030.0,29370.0,2.9,0.232,13660.0,24020.0,37261
372611801,24590.0,5.0,16680.0,34400.0,2.1,0.163,20420.0,28740.0,37261
372611802,20200.0,17.0,11880.0,31280.0,2.6,0.215,15210.0,25520.0,37261
372611803,,,,,,,,,37261
372611901,21030.0,19.0,10420.0,32810.0,3.1,0.239,15400.0,26730.0,37261
372612001,17270.0,27.0,9830.0,26100.0,2.7,0.213,13460.0,21540.0,37261
372612101,22290.0,16.0,12290.0,35880.0,2.9,0.257,16250.0,29180.0,37261
372612102,18620.0,24.0,9920.0,27790.0,2.8,0.215,14050.0,22380.0,37261
372612103,13610.0,53.0,8120.0,21580.0,2.7,0.216,10280.0,17370.0,37261
372612201,22800.0,16.0,12110.0,37690.0,3.1,0.26,16690.0,30170.0,37261
372660101,25890.0,6.0,15650.0,40910.0,2.6,0.223,20120.0,32700.0,37266
372660102,26770.0,5.0,16210.0,43560.0,2.7,0.258,21190.0,33830.0,37266
380530101,20990.0,22.0,11120.0,37920.0,3.4,0.287,14550.0,28050.0,38053
380530102,21390.0,17.0,11880.0,34490.0,2.9,0.242,15790.0,27530.0,38053
380530201,21530.0,19.0,11710.0,36880.0,3.2,0.261,15460.0,28150.0,38053
380530202,20170.0,22.0,10860.0,34850.0,3.2,0.284,14710.0,26740.0,38053
380530301,21570.0,18.0,11440.0,36150.0,3.2,0.255,15730.0,27990.0,38053
380530302,25660.0,10.0,13830.0,44640.0,3.2,0.267,19320.0,33360.0,38053
380530401,14980.0,41.0,9090.0,25660.0,2.8,0.231,11770.0,20090.0,38053
380530402,16650.0,37.0,9180.0,28150.0,3.1,0.252,11900.0,22610.0,38053
380530403,20380.0,21.0,11400.0,33390.0,2.9,0.252,14670.0,26110.0,38053
380850101,16640.0,35.0,9570.0,26220.0,2.7,0.217,12350.0,21310.0,38085
380850102,23650.0,10.0,13880.0,35360.0,2.5,0.206,18470.0,29040.0,38085
380850103,25330.0,4.0,17290.0,36750.0,2.1,0.175,21440.0,30470.0,38085
381110101,25680.0,9.0,14560.0,39440.0,2.7,0.237,19680.0,32300.0,38111
381110102,30880.0,4.0,17860.0,53240.0,3.0,0.258,23760.0,40150.0,38111
381110103,31930.0,3.0,20020.0,56500.0,2.8,0.334,25420.0,42100.0,38111
381400101,23410.0,11.0,13320.0,38680.0,2.9,0.241,17500.0,31010.0,38140
381400102,30150.0,5.0,17770.0,51230.0,2.9,0.248,23300.0,38460.0,38140
381400103,31060.0,4.0,18320.0,50310.0,2.7,0.233,24180.0,39500.0,38140
381500101,22970.0,10.0,13970.0,36770.0,2.6,0.225,18150.0,29400.0,38150
381500102,25370.0,8.0,14870.0,40270.0,2.7,0.223,20150.0,32500.0,38150
381510101,24130.0,11.0,13540.0,41980.0,3.1,0.25,18550.0,32100.0,38151
381510102,,,,,,,,,38151
381510103,16820.0,35.0,8970.0,30340.0,3.4,0.259,12330.0,22730.0,38151
381510104,21210.0,15.0,12000.0,32010.0,2.7,0.216,16580.0,26800.0,38151
381510201,,,,,,,,,38151
381510202,21270.0,16.0,12120.0,34340.0,2.8,0.237,16150.0,27530.0,38151
381510203,15000.0,43.0,9080.0,26480.0,2.9,0.239,11610.0,20540.0,38151
381510301,18820.0,26.0,10580.0,30930.0,2.9,0.24,13820.0,24910.0,38151
381510302,21150.0,15.0,12190.0,32840.0,2.7,0.219,16310.0,26770.0,38151
381510303,14760.0,45.0,8550.0,24440.0,2.9,0.232,11140.0,19370.0,38151
381510304,,,,,,,,,38151
381510305,13680.0,51.0,8240.0,24850.0,3.0,0.255,10770.0,19130.0,38151
381510306,14040.0,49.0,8000.0,24450.0,3.1,0.251,10690.0,19240.0,38151
381510401,27180.0,6.0,16430.0,43060.0,2.6,0.221,21650.0,34650.0,38151
381510402,22280.0,15.0,12360.0,34700.0,2.8,0.222,16810.0,28480.0,38151
381580101,27400.0,5.0,15950.0,45580.0,2.9,0.243,21110.0,34190.0,38158
381580102,22440.0,14.0,12460.0,35250.0,2.8,0.228,16940.0,28050.0,38158
381580103,25180.0,14.0,12320.0,42910.0,3.5,0.273,17270.0,33780.0,38158
381690101,21600.0,18.0,10910.0,35300.0,3.2,0.254,15200.0,28760.0,38169
381690102,22130.0,15.0,12090.0,35030.0,2.9,0.228,16540.0,28680.0,38169
381690103,19390.0,23.0,10470.0,31880.0,3.0,0.243,14370.0,25380.0,38169
381690104,21400.0,14.0,12510.0,34270.0,2.7,0.227,16780.0,27520.0,38169
381690105,18680.0,23.0,11320.0,30290.0,2.7,0.225,14440.0,23950.0,38169
381690106,18880.0,25.0,10930.0,33590.0,3.1,0.256,13950.0,25220.0,38169
381690107,18310.0,27.0,10920.0,30170.0,2.8,0.233,13550.0,24330.0,38169
381690108,,,,,,,,,38169
381690109,21320.0,15.0,11890.0,32970.0,2.8,0.227,16100.0,27010.0,38169
381690110,24490.0,11.0,13610.0,36820.0,2.7,0.218,18230.0,30300.0,38169
381690111,,,,,,,,,38169
381690112,,,,,,,,,38169
381790101,25280.0,11.0,13600.0,41590.0,3.1,0.258,18760.0,32710.0,38179
381790102,26450.0,9.0,14310.0,42890.0,3.0,0.243,20470.0,34110.0,38179
381850101,,,,,,,,,38185
381850102,21670.0,22.0,10270.0,39420.0,3.8,0.289,14390.0,30300.0,38185
381850103,23210.0,21.0,9980.0,40170.0,4.0,0.307,14340.0,31650.0,38185
381850104,24550.0,15.0,12130.0,43810.0,3.6,0.287,17560.0,34250.0,38185
381850105,26990.0,15.0,11950.0,45580.0,3.8,0.306,17810.0,36400.0,38185
381850106,21230.0,24.0,10060.0,37030.0,3.7,0.277,14100.0,28690.0,38185
381850107,24180.0,17.0,10910.0,42090.0,3.9,0.287,16700.0,33530.0,38185
381850108,22690.0,17.0,11450.0,38490.0,3.4,0.268,16380.0,30930.0,38185
381850109,24050.0,19.0,10810.0,42410.0,3.9,0.289,16160.0,33420.0,38185
381850110,21820.0,18.0,10960.0,40360.0,3.7,0.272,15440.0,29760.0,38185
381850111,25730.0,12.0,12780.0,44180.0,3.5,0.265,18770.0,34900.0,38185
381850201,23180.0,17.0,10770.0,40700.0,3.8,0.306,16160.0,32060.0,38185
381850202,18810.0,31.0,9470.0,40440.0,4.3,0.322,12740.0,28400.0,38185
381850203,31010.0,11.0,13730.0,54330.0,4.0,0.303,21670.0,42750.0,38185
381850204,31970.0,11.0,13550.0,65830.0,4.9,0.396,22020.0,46620.0,38185
381850205,28410.0,15.0,11330.0,54910.0,4.8,0.346,17440.0,40700.0,38185
381850206,30550.0,11.0,12470.0,55980.0,4.5,0.314,20100.0,39960.0,38185
381850207,18670.0,33.0,9220.0,46130.0,5.0,0.369,12210.0,31530.0,38185
381850208,28650.0,9.0,14900.0,48820.0,3.3,0.264,21970.0,36870.0,38185
381850209,27330.0,13.0,12450.0,49300.0,4.0,0.292,18260.0,37300.0,38185
381850210,27610.0,12.0,12900.0,49510.0,3.8,0.312,19550.0,37150.0,38185
381850211,28130.0,12.0,12600.0,48860.0,3.9,0.303,20140.0,37370.0,38185
381850212,29360.0,9.0,14740.0,62030.0,4.2,0.346,20510.0,40800.0,38185
381850213,28030.0,9.0,14030.0,49210.0,3.5,0.307,19690.0,37190.0,38185
381850214,25910.0,13.0,12130.0,45330.0,3.7,0.31,18070.0,34610.0,38185
381850215,26410.0,13.0,12740.0,47860.0,3.8,0.29,18220.0,35960.0,38185
381850216,19030.0,27.0,9990.0,37190.0,3.7,0.293,13490.0,25990.0,38185
381850301,22770.0,16.0,11640.0,37780.0,3.2,0.243,16460.0,30060.0,38185
381850302,21040.0,19.0,10900.0,34410.0,3.2,0.249,15370.0,27250.0,38185
381850303,20770.0,21.0,10650.0,34480.0,3.2,0.258,14840.0,26560.0,38185
381850304,24130.0,13.0,12550.0,37020.0,2.9,0.25,17460.0,30480.0,38185
381850305,22950.0,13.0,12680.0,39030.0,3.1,0.246,17570.0,30000.0,38185
