commune_code,commune_name,postal_code,dept_code,region_code,population
01001,L'Abergement-Clémenciat,01400,01,84,860
01002,L'Abergement-de-Varey,01640,01,84,270
01004,Ambérieu-en-Bugey,01500,01,84,15934
01005,Ambérieux-en-Dombes,01330,01,84,1906
01006,Ambléon,01300,01,84,115
01007,Ambronay,01500,01,84,2841
01008,Ambutrix,01500,01,84,760
01009,Andert-et-Condon,01300,01,84,348
01010,Anglefort,01350,01,84,1174
01011,Apremont,01100,01,84,415
01012,Aranc,01110,01,84,331
01013,Arandas,01230,01,84,138
01014,Arbent,01100,01,84,3555
01015,Arboys en Bugey,01300,01,84,710
01016,Arbigny,01190,01,84,462
01017,Argis,01230,01,84,419
01019,Armix,01510,01,84,25
01021,Ars-sur-Formans,01480,01,84,1528
01022,Artemare,01510,01,84,1139
01023,Asnières-sur-Saône,01570,01,84,78
01024,Attignat,01340,01,84,3409
01025,Bâgé-Dommartin,01380,01,84,4050
01026,Bâgé-le-Châtel,01380,01,84,971
01027,Balan,01360,01,84,3077
01028,Baneins,01990,01,84,621
01029,Beaupont,01270,01,84,734
01030,Beauregard,01480,01,84,872
01031,Bellignat,01100,01,84,3525
01032,Béligneux,01360,01,84,3535
01033,Valserhône,01200,01,84,16712
01034,Belley,01300,01,84,9388
01035,Belleydoux,01130,01,84,306
01036,Valromey-sur-Séran,01260,01,84,1351
01037,Bénonces,01470,01,84,311
01038,Bény,01370,01,84,777
01040,Béréziat,01340,01,84,475
01041,Bettant,01500,01,84,774
01042,Bey,01290,01,84,286
01043,Beynost,01700,01,84,5198
01044,Billiat,01200,01,84,713
01045,Birieux,01330,01,84,275
01046,Biziat,01290,01,84,889
01047,Blyes,01150,01,84,1401
01049,La Boisse,01120,01,84,3449
01050,Boissey,01190,01,84,396
01051,Bolozon,01450,01,84,103
01052,Bouligneux,01330,01,84,318
01053,Bourg-en-Bresse,01000,01,84,42372
01054,Bourg-Saint-Christophe,01800,01,84,1562
01056,Boyeux-Saint-Jérôme,01640,01,84,367
01057,Boz,01190,01,84,513
01058,Brégnier-Cordon,01300,01,84,804
01060,Brénod,01110,01,84,576
01061,Brens,01300,01,84,1123
01062,Bressolles,01360,01,84,1028
01063,Brion,01460,01,84,592
01064,Briord,01470,01,84,1119
01065,Buellas,01310,01,84,1899
01066,La Burbanche,01510,01,84,98
01067,Ceignes,01430,01,84,257
01068,Cerdon,01450,01,84,747
01069,Certines,01240,01,84,1531
01071,Cessy,01170,01,84,5832
01072,Ceyzériat,01250,01,84,3328
01073,Ceyzérieu,01350,01,84,1064
01074,Chalamont,01320,01,84,2533
01075,Chaleins,01480,01,84,1505
01076,Chaley,01230,01,84,129
01077,Challes-la-Montagne,01450,01,84,184
01078,Challex,01630,01,84,1632
01079,Champagne-en-Valromey,01260,01,84,831
01080,Champdor-Corcelles,01110,01,84,665
01081,Champfromier,01410,01,84,725
01082,Chanay,01420,01,84,574
01083,Chaneins,01990,01,84,1046
01084,Chanoz-Châtenay,01400,01,84,989
01085,La Chapelle-du-Châtelard,01240,01,84,388
01087,Charix,01130,01,84,280
01088,Charnoz-sur-Ain,01800,01,84,951
01089,Château-Gaillard,01500,01,84,2443
01090,Châtenay,01320,01,84,373
01092,Châtillon-la-Palud,01320,01,84,1698
01093,Châtillon-sur-Chalaronne,01400,01,84,5250
01094,Chavannes-sur-Reyssouze,01190,01,84,726
01095,Nivigne et Suran,01250,01,84,820
01096,Chaveyriat,01660,01,84,1078
01098,Chazey-Bons,01300,01,84,1142
01099,Chazey-sur-Ain,01150,01,84,1632
01100,Cheignieu-la-Balme,01510,01,84,131
01101,Chevillard,01430,01,84,149
01102,Chevroux,01190,01,84,990
01103,Chevry,01170,01,84,2372
01104,Chézery-Forens,01200,01,84,433
01105,Civrieux,01390,01,84,2016
01106,Cize,01250,01,84,168
01107,Cleyzieu,01230,01,84,143
01108,Coligny,01270,01,84,1360
01109,Collonges,01550,01,84,2398
01110,Colomieu,01300,01,84,159
01111,Conand,01230,01,84,134
01112,Condamine,01430,01,84,480
01113,Condeissiat,01400,01,84,839
01114,Confort,01200,01,84,668
01115,Confrançon,01310,01,84,1356
01116,Contrevoz,01300,01,84,494
01117,Conzieu,01300,01,84,155
01118,Corbonod,01420,01,84,1333
01121,Corlier,01110,01,84,116
01123,Cormoranche-sur-Saône,01290,01,84,1179
01124,Cormoz,01560,01,84,703
01125,Corveissiat,01250,01,84,601
01127,Courmangoux,01370,01,84,522
01128,Courtes,01560,01,84,289
01129,Crans,01320,01,84,326
01130,Bresse Vallons,01340,01,84,2388
01133,Cressin-Rochefort,01350,01,84,380
01134,Crottet,01290,01,84,1847
01135,Crozet,01170,01,84,2416
01136,Cruzilles-lès-Mépillat,01290,01,84,984
01138,Culoz-Béon,01350,01,84,3453
01139,Curciat-Dongalon,01560,01,84,472
01140,Curtafond,01310,01,84,825
01141,Cuzieu,01300,01,84,424
01142,Dagneux,01120,01,84,4778
01143,Divonne-les-Bains,01220,01,84,10464
01145,Dompierre-sur-Veyle,01240,01,84,1245
01146,Dompierre-sur-Chalaronne,01400,01,84,456
01147,Domsure,01270,01,84,554
01148,Dortan,01590,01,84,2074
01149,Douvres,01500,01,84,1104
01150,Drom,01250,01,84,215
01151,Druillat,01160,01,84,1129
01152,Échallon,01130,01,84,784
01153,Échenevex,01170,01,84,2328
01155,Évosges,01230,01,84,142
01156,Faramans,01800,01,84,934
01157,Fareins,01480,01,84,2533
01158,Farges,01550,01,84,1082
01159,Feillens,01570,01,84,3411
01160,Ferney-Voltaire,01210,01,84,12094
01162,Flaxieu,01350,01,84,71
01163,Foissiat,01340,01,84,2034
01165,Francheleins,01090,01,84,1597
01166,Frans,01480,01,84,2582
01167,Garnerans,01140,01,84,711
01169,Genouilleux,01090,01,84,701
01170,Béard-Géovreissiat,01460,01,84,1048
01171,Géovreisset,01100,01,84,852
01173,Gex,01170,01,84,13627
01174,Giron,01130,01,84,174
01175,Gorrevod,01190,01,84,815
01177,Grand-Corent,01250,01,84,183
01179,Grièges,01290,01,84,1910
01180,Grilly,01220,01,84,889
01181,Groissiat,01100,01,84,1205
01183,Guéreins,01090,01,84,1512
01184,Hautecourt-Romanèche,01250,01,84,748
01185,Plateau d'Hauteville,01110,01,84,4857
01187,Haut Valromey,01260,01,84,801
01188,Illiat,01140,01,84,702
01189,Injoux-Génissiat,01200,01,84,1115
01190,Innimond,01680,01,84,95
01191,Izenave,01430,01,84,162
01192,Izernore,01580,01,84,2299
01193,Izieu,01300,01,84,225
01194,Jassans-Riottier,01480,01,84,6247
01195,Jasseron,01250,01,84,1917
01196,Jayat,01340,01,84,1261
01197,Journans,01250,01,84,387
01198,Joyeux,01800,01,84,262
01199,Jujurieux,01640,01,84,2260
01200,Labalme,01450,01,84,204
01202,Lagnieu,01150,01,84,7411
01203,Laiz,01290,01,84,1293
01204,Le Poizat-Lalleyriat,01130,01,84,732
01206,Lantenay,01430,01,84,260
01207,Lapeyrouse,01330,01,84,348
01208,Lavours,01350,01,84,138
01209,Léaz,01200,01,84,912
01210,Lélex,01410,01,84,241
01211,Lent,01240,01,84,1512
01212,Lescheroux,01560,01,84,726
01213,Leyment,01150,01,84,1441
01214,Leyssard,01450,01,84,164
01215,Surjoux-Lhopital,01420,01,84,138
01216,Lhuis,01680,01,84,886
01219,Lompnas,01680,01,84,171
01224,Loyettes,01360,01,84,3554
01225,Lurcy,01090,01,84,406
01227,Magnieu,01300,01,84,651
01228,Maillat,01430,01,84,669
01229,Malafretaz,01340,01,84,1257
01230,Mantenay-Montlin,01560,01,84,331
01231,Manziat,01570,01,84,2018
01232,Marboz,01851,01,84,2264
01233,Marchamp,01680,01,84,137
01234,Marignieu,01300,01,84,162
01235,Marlieux,01240,01,84,1185
01236,Marsonnas,01340,01,84,1039
01237,Martignat,01100,01,84,1664
01238,Massieux,01600,01,84,2843
01239,Massignieu-de-Rives,01300,01,84,650
01240,Matafelon-Granges,01580,01,84,623
01241,Meillonnas,01370,01,84,1426
01242,Mérignat,01450,01,84,129
01243,Messimy-sur-Saône,01480,01,84,1338
01244,Meximieux,01800,01,84,8247
01245,Bohas-Meyriat-Rignat,01250,01,84,938
01246,Mézériat,01660,01,84,2172
01247,Mijoux,01170,01,84,299
01248,Mionnay,01390,01,84,2294
01249,Miribel,01700,01,84,10395
01250,Misérieux,01600,01,84,2008
01252,Mogneneins,01140,01,84,841
01254,Montagnat,01250,01,84,2186
01255,Montagnieu,01470,01,84,668
01257,Montanges,01200,01,84,369
01258,Montceaux,01090,01,84,1196
01259,Montcet,01310,01,84,709
01260,Le Montellier,01800,01,84,336
01261,Monthieux,01390,01,84,664
01262,Montluel,01120,01,84,6895
01263,Montmerle-sur-Saône,01090,01,84,3799
01264,Montracol,01310,01,84,1018
01265,Montréal-la-Cluse,01460,01,84,3568
01266,Montrevel-en-Bresse,01340,01,84,2743
01267,Nurieux-Volognat,01460,01,84,965
01268,Murs-et-Gélignieux,01300,01,84,239
01269,Nantua,01130,01,84,3416
01272,Neuville-les-Dames,01400,01,84,1565
01273,Neuville-sur-Ain,01160,01,84,1794
01274,Les Neyrolles,01130,01,84,628
01275,Neyron,01700,01,84,2421
01276,Niévroz,01120,01,84,1662
01277,Nivollet-Montgriffon,01230,01,84,122
01279,Oncieu,01230,01,84,72
01280,Ordonnaz,01510,01,84,151
01281,Ornex,01210,01,84,5082
01282,Outriaz,01430,01,84,263
01283,Oyonnax,01100,01,84,22480
01284,Ozan,01190,01,84,732
01285,Parcieux,01600,01,84,1315
01286,Parves et Nattages,01300,01,84,962
01288,Péron,01630,01,84,2916
01289,Péronnas,01960,01,84,6444
01290,Pérouges,01800,01,84,1387
01291,Perrex,01540,01,84,869
01293,Peyriat,01430,01,84,153
01294,Peyrieu,01300,01,84,940
01295,Peyzieux-sur-Saône,01140,01,84,654
01296,Pirajoux,01270,01,84,397
01297,Pizay,01120,01,84,937
01298,Plagne,01130,01,84,159
01299,Le Plantay,01330,01,84,559
01301,Polliat,01310,01,84,2741
01302,Pollieu,01350,01,84,167
01303,Poncin,01450,01,84,1803
01304,Pont-d'Ain,01160,01,84,2843
01305,Pont-de-Vaux,01190,01,84,2204
01306,Pont-de-Veyle,01290,01,84,1594
01307,Port,01460,01,84,832
01308,Pougny,01550,01,84,871
01309,Pouillat,01250,01,84,77
01310,Prémeyzel,01300,01,84,244
01311,Prémillieu,01110,01,84,49
01313,Prévessin-Moëns,01280,01,84,9153
01314,Priay,01160,01,84,1842
01317,Ramasse,01250,01,84,336
01318,Rancé,01390,01,84,775
01319,Relevant,01990,01,84,465
01320,Replonges,01750,01,84,3956
01321,Revonnas,01250,01,84,915
01322,Reyrieux,01600,01,84,5358
01323,Reyssouze,01190,01,84,996
01325,Rignieux-le-Franc,01800,01,84,1180
01328,Romans,01400,01,84,640
01329,Rossillon,01510,01,84,166
01331,Saint-Alban,01450,01,84,195
01332,Saint-André-de-Bâgé,01380,01,84,841
01333,Saint-André-de-Corcy,01390,01,84,3370
01334,Saint-André-d'Huiriat,01290,01,84,667
01335,Saint-André-le-Bouchoux,01240,01,84,409
01336,Saint-André-sur-Vieux-Jonc,01960,01,84,1229
01337,Saint-Bénigne,01190,01,84,1359
01338,Groslée-Saint-Benoit,01300,01,84,1227
01339,Saint-Bernard,01600,01,84,1590
01342,Sainte-Croix,01120,01,84,544
01343,Saint-Cyr-sur-Menthon,01380,01,84,1890
01344,Saint-Denis-lès-Bourg,01000,01,84,6160
01345,Saint-Denis-en-Bugey,01500,01,84,2246
01346,Saint-Didier-d'Aussiat,01340,01,84,843
01347,Saint-Didier-de-Formans,01600,01,84,2203
01348,Saint-Didier-sur-Chalaronne,01140,01,84,2934
01349,Saint-Éloi,01800,01,84,525
01350,Saint-Étienne-du-Bois,01370,01,84,2584
01351,Saint-Étienne-sur-Chalaronne,01140,01,84,1637
01352,Saint-Étienne-sur-Reyssouze,01190,01,84,572
01353,Sainte-Euphémie,01600,01,84,1757
01354,Saint-Genis-Pouilly,01630,01,84,14432
01355,Saint-Genis-sur-Menthon,01380,01,84,490
01356,Saint-Georges-sur-Renon,01400,01,84,228
01357,Saint-Germain-de-Joux,01130,01,84,507
01358,Saint-Germain-les-Paroisses,01300,01,84,422
01359,Saint-Germain-sur-Renon,01240,01,84,264
01360,Saint-Jean-de-Gonville,01630,01,84,2096
01361,Saint-Jean-de-Niost,01800,01,84,1866
01362,Saint-Jean-de-Thurigneux,01390,01,84,863
01363,Saint-Jean-le-Vieux,01640,01,84,1839
01364,Saint-Jean-sur-Reyssouze,01560,01,84,762
01365,Saint-Jean-sur-Veyle,01290,01,84,1143
01366,Sainte-Julie,01150,01,84,1094
01367,Saint-Julien-sur-Reyssouze,01560,01,84,679
01368,Saint-Julien-sur-Veyle,01540,01,84,859
01369,Saint-Just,01250,01,84,952
01370,Saint-Laurent-sur-Saône,01750,01,84,1810
01371,Saint-Marcel,01390,01,84,1340
01372,Saint-Martin-de-Bavel,01510,01,84,428
01373,Saint-Martin-du-Frêne,01430,01,84,1023
01374,Saint-Martin-du-Mont,01160,01,84,2023
01375,Saint-Martin-le-Châtel,01310,01,84,796
01376,Saint-Maurice-de-Beynost,01700,01,84,4332
01378,Saint-Maurice-de-Gourdans,01800,01,84,2903
01379,Saint-Maurice-de-Rémens,01500,01,84,756
01380,Saint-Nizier-le-Bouchoux,01560,01,84,580
01381,Saint-Nizier-le-Désert,01320,01,84,921
01382,Sainte-Olive,01330,01,84,357
01383,Saint-Paul-de-Varax,01240,01,84,1634
01384,Saint-Rambert-en-Bugey,01230,01,84,2190
01385,Saint-Rémy,01310,01,84,915
01386,Saint-Sorlin-en-Bugey,01150,01,84,1152
01387,Saint-Sulpice,01340,01,84,260
01388,Saint-Trivier-de-Courtes,01560,01,84,1125
01389,Saint-Trivier-sur-Moignans,01990,01,84,1963
01390,Saint-Vulbas,01150,01,84,1247
01391,Salavre,01270,01,84,306
01392,Samognat,01580,01,84,630
01393,Sandrans,01400,01,84,582
01396,Sault-Brénaz,01150,01,84,1021
01397,Sauverny,01220,01,84,1022
01398,Savigneux,01480,01,84,1469
01399,Ségny,01170,01,84,2941
01400,Seillonnaz,01470,01,84,134
01401,Sergy,01630,01,84,2288
01402,Sermoyer,01190,01,84,670
01403,Serrières-de-Briord,01470,01,84,1317
01404,Serrières-sur-Ain,01450,01,84,135
01405,Servas,01960,01,84,1286
01406,Servignat,01560,01,84,186
01407,Seyssel,01420,01,84,1008
01408,Simandre-sur-Suran,01250,01,84,673
01410,Sonthonnax-la-Montagne,01580,01,84,293
01411,Souclin,01150,01,84,262
01412,Sulignat,01400,01,84,602
01415,Talissieu,01510,01,84,508
01416,Tenay,01230,01,84,1030
01418,Thil,01120,01,84,1261
01419,Thoiry,01710,01,84,6569
01420,Thoissey,01140,01,84,1626
01421,Torcieu,01230,01,84,739
01422,Tossiat,01250,01,84,1425
01423,Toussieux,01600,01,84,1257
01424,Tramoyes,01390,01,84,1852
01425,La Tranclière,01160,01,84,290
01426,Val-Revermont,01370,01,84,2488
01427,Trévoux,01600,01,84,7013
01428,Valeins,01140,01,84,128
01429,Vandeins,01660,01,84,732
01430,Varambon,01160,01,84,675
01431,Vaux-en-Bugey,01150,01,84,1201
01432,Verjon,01270,01,84,346
01433,Vernoux,01560,01,84,290
01434,Versailleux,01330,01,84,497
01435,Versonnex,01210,01,84,2182
01436,Vesancy,01170,01,84,520
01437,Vescours,01560,01,84,221
01439,Vésines,01570,01,84,96
01441,Vieu-d'Izenave,01430,01,84,719
01443,Villars-les-Dombes,01330,01,84,5163
01444,Villebois,01150,01,84,1206
01445,Villemotier,01270,01,84,612
01446,Villeneuve,01480,01,84,1638
01447,Villereversure,01250,01,84,1420
01448,Villes,01200,01,84,381
01449,Villette-sur-Ain,01320,01,84,780
01450,Villieu-Loyes-Mollon,01800,01,84,3849
01451,Viriat,01440,01,84,7102
01452,Virieu-le-Grand,01510,01,84,1111
01453,Arvière-en-Valromey,01260,01,84,717
01454,Virignin,01300,01,84,1144
01456,Vongnes,01350,01,84,75
01457,Vonnas,01540,01,84,3255
02001,Abbécourt,02300,02,32,518
02002,Achery,02800,02,32,584
02003,Acy,02200,02,32,1004
02004,Agnicourt-et-Séchelles,02340,02,32,189
02005,Aguilcourt,02190,02,32,417
02006,Aisonville-et-Bernoville,02110,02,32,259
02007,Aizelles,02820,02,32,118
02008,Aizy-Jouy,02370,02,32,306
02009,Alaincourt,02240,02,32,517
02010,Allemant,02320,02,32,163
02011,Ambleny,02290,02,32,1205
02012,Ambrief,02200,02,32,79
02013,Amifontaine,02190,02,32,391
02014,Amigny-Rouy,02700,02,32,707
02015,Ancienville,02600,02,32,78
02016,Andelain,02800,02,32,212
02017,Anguilcourt-le-Sart,02800,02,32,274
02018,Anizy-le-Grand,02320,02,32,2472
02019,Annois,02480,02,32,349
02020,Any-Martin-Rieux,02500,02,32,456
02021,Archon,02360,02,32,76
02022,Arcy-Sainte-Restitue,02130,02,32,396
02023,Armentières-sur-Ourcq,02210,02,32,96
02024,Arrancy,02860,02,32,45
02025,Artemps,02480,02,32,361
02027,Assis-sur-Serre,02270,02,32,209
02028,Athies-sous-Laon,02840,02,32,2578
02029,Attilly,02490,02,32,337
02030,Aubencheul-aux-Bois,02420,02,32,238
02031,Aubenton,02500,02,32,658
02032,Aubigny-aux-Kaisnes,02590,02,32,231
02033,Aubigny-en-Laonnois,02820,02,32,102
02034,Audignicourt,02300,02,32,104
02035,Audigny,02120,02,32,273
02036,Augy,02220,02,32,72
02037,Aulnois-sous-Laon,02000,02,32,1348
02038,Les Autels,02360,02,32,62
02039,Autremencourt,02250,02,32,176
02040,Autreppes,02580,02,32,175
02041,Autreville,02300,02,32,777
02042,Azy-sur-Marne,02400,02,32,369
02043,Bagneux,02290,02,32,62
02044,Bancigny,02140,02,32,26
02046,Barenton-Bugny,02000,02,32,555
02047,Barenton-Cel,02000,02,32,108
02048,Barenton-sur-Serre,02270,02,32,130
02049,Barisis-aux-Bois,02700,02,32,752
02050,Barzy-en-Thiérache,02170,02,32,316
02051,Barzy-sur-Marne,02850,02,32,380
02052,Bassoles-Aulers,02380,02,32,131
02053,Vallées en Champagne,02330,02,32,599
02054,Bazoches-et-Saint-Thibaut,02220,02,32,516
02055,Beaumé,02500,02,32,82
02056,Beaumont-en-Beine,02300,02,32,168
02057,Beaurevoir,02110,02,32,1281
02058,Beaurieux,02160,02,32,794
02059,Beautor,02800,02,32,2579
02060,Beauvois-en-Vermandois,02590,02,32,263
02061,Becquigny,02110,02,32,268
02062,Belleau,02400,02,32,131
02063,Bellenglise,02420,02,32,378
02064,Belleu,02200,02,32,3659
02065,Bellicourt,02420,02,32,560
02066,Benay,02440,02,32,191
02067,Bergues-sur-Sambre,02450,02,32,205
02068,Berlancourt,02250,02,32,85
02069,Berlise,02340,02,32,104
02070,Bernot,02120,02,32,431
02071,Berny-Rivière,02290,02,32,631
02072,Berrieux,02820,02,32,178
02073,Berry-au-Bac,02190,02,32,722
02074,Bertaucourt-Epourdon,02800,02,32,601
02075,Berthenicourt,02240,02,32,203
02076,Bertricourt,02190,02,32,159
02078,Besmé,02300,02,32,166
02079,Besmont,02500,02,32,132
02080,Besny-et-Loizy,02870,02,32,309
02081,Béthancourt-en-Vaux,02300,02,32,421
02082,Beugneux,02210,02,32,120
02083,Beuvardes,02130,02,32,736
02084,Bézu-le-Guéry,02310,02,32,248
02085,Bézu-Saint-Germain,02400,02,32,991
02086,Bichancourt,02300,02,32,979
02087,Bieuxy,02290,02,32,31
02088,Bièvres,02860,02,32,80
02089,Billy-sur-Aisne,02200,02,32,1130
02090,Billy-sur-Ourcq,02210,02,32,194
02091,Blanzy-lès-Fismes,02160,02,32,98
02093,Blérancourt,02300,02,32,1162
02094,Blesmes,02400,02,32,474
02095,Bohain-en-Vermandois,02110,02,32,5605
02096,Bois-lès-Pargny,02270,02,32,187
02097,Boncourt,02350,02,32,272
02098,Bonneil,02400,02,32,375
02099,Bonnesvalyn,02400,02,32,212
02100,Bony,02420,02,32,137
02101,Bosmont-sur-Serre,02250,02,32,170
02102,Bouconville-Vauclair,02860,02,32,181
02103,Boué,02450,02,32,1315
02104,Bouffignereux,02160,02,32,96
02105,Bouresches,02400,02,32,183
02106,Bourg-et-Comin,02160,02,32,809
02107,Bourguignon-sous-Coucy,02300,02,32,104
02108,Bourguignon-sous-Montbavin,02000,02,32,140
02109,La Bouteille,02140,02,32,464
02110,Braine,02220,02,32,2248
02111,Brancourt-en-Laonnois,02320,02,32,702
02112,Brancourt-le-Grand,02110,02,32,554
02114,Brasles,02400,02,32,1788
02115,Braye-en-Laonnois,02000,02,32,195
02116,Braye-en-Thiérache,02140,02,32,131
02117,Bray-Saint-Christophe,02480,02,32,64
02118,Braye,02880,02,32,129
02119,Brécy,02210,02,32,317
02120,Brenelle,02220,02,32,193
02121,Breny,02210,02,32,210
02122,Brie,02870,02,32,55
02123,Brissay-Choigny,02240,02,32,296
02124,Brissy-Hamégicourt,02240,02,32,653
02125,Brumetz,02810,02,32,175
02126,Brunehamel,02360,02,32,463
02127,Bruyères-sur-Fère,02130,02,32,199
02128,Bruyères-et-Montbérault,02860,02,32,1411
02129,Bruys,02220,02,32,20
02130,Bucilly,02500,02,32,204
02131,Bucy-le-Long,02880,02,32,1947
02132,Bucy-lès-Cerny,02870,02,32,188
02133,Bucy-lès-Pierrepont,02350,02,32,410
02134,Buire,02500,02,32,795
02135,Buironfosse,02620,02,32,1122
02136,Burelles,02140,02,32,123
02137,Bussiares,02810,02,32,126
02138,Buzancy,02200,02,32,175
02139,Caillouël-Crépigny,02300,02,32,459
02140,Camelin,02300,02,32,426
02141,La Capelle,02260,02,32,1745
02142,Castres,02680,02,32,246
02143,Le Catelet,02420,02,32,186
02144,Caulaincourt,02490,02,32,143
02145,Caumont,02300,02,32,547
02146,Celles-lès-Condé,02330,02,32,88
02148,Celles-sur-Aisne,02370,02,32,248
02149,Cerizy,02240,02,32,58
02150,Cerny-en-Laonnois,02860,02,32,63
02151,Cerny-lès-Bucy,02870,02,32,111
02152,Cerseuil,02220,02,32,87
02153,Cessières-Suzy,02320,02,32,801
02154,Chacrise,02200,02,32,375
02155,Chaillevois,02000,02,32,201
02156,Chalandry,02270,02,32,234
02157,Chambry,02000,02,32,827
02158,Chamouille,02860,02,32,272
02159,Champs,02670,02,32,313
02160,Chaourse,02340,02,32,495
02162,La Chapelle-sur-Chézy,02570,02,32,301
02163,Charly-sur-Marne,02310,02,32,2594
02164,Le Charmel,02850,02,32,323
02165,Charmes,02800,02,32,1568
02166,Chartèves,02400,02,32,361
02167,Chassemy,02370,02,32,895
02168,Château-Thierry,02400,02,32,15097
02169,Châtillon-lès-Sons,02270,02,32,83
02170,Châtillon-sur-Oise,02240,02,32,125
02171,Chaudardes,02160,02,32,91
02172,Chaudun,02200,02,32,238
02173,Chauny,02300,02,32,11596
02174,Chavignon,02000,02,32,859
02175,Chavigny,02880,02,32,153
02176,Chavonne,02370,02,32,214
02177,Chérêt,02860,02,32,147
02178,Chermizy-Ailles,02860,02,32,127
02179,Chéry-Chartreuve,02220,02,32,378
02180,Chéry-lès-Pouilly,02000,02,32,742
02181,Chéry-lès-Rozoy,02360,02,32,98
02182,Chevennes,02250,02,32,136
02183,Chevregny,02000,02,32,197
02184,Chevresis-Monceau,02270,02,32,329
02185,Chézy-en-Orxois,02810,02,32,389
02186,Chézy-sur-Marne,02570,02,32,1296
02187,Chierry,02400,02,32,1195
02188,Chigny,02120,02,32,140
02189,Chivres-en-Laonnois,02350,02,32,359
02190,Chivres-Val,02880,02,32,526
02191,Chivy-lès-Étouvelles,02000,02,32,484
02192,Chouy,02210,02,32,364
02193,Cierges,02130,02,32,62
02194,Cilly,02250,02,32,173
02195,Ciry-Salsogne,02220,02,32,882
02196,Clacy-et-Thierret,02000,02,32,289
02197,Clairfontaine,02260,02,32,509
02198,Clamecy,02880,02,32,243
02199,Clastres,02440,02,32,589
02200,Clermont-les-Fermes,02340,02,32,97
02201,Cœuvres-et-Valsery,02600,02,32,467
02203,Coincy,02210,02,32,1308
02204,Coingt,02360,02,32,61
02205,Colligis-Crandelain,02860,02,32,207
02206,Colonfay,02120,02,32,71
02207,Commenchon,02300,02,32,224
02208,Concevreux,02160,02,32,256
02209,Condé-en-Brie,02330,02,32,654
02210,Condé-sur-Aisne,02370,02,32,352
02211,Condé-sur-Suippe,02190,02,32,357
02212,Condren,02700,02,32,674
02213,Connigis,02330,02,32,306
02214,Contescourt,02680,02,32,61
02215,Corbeny,02820,02,32,851
02216,Corcy,02600,02,32,332
02217,Coucy-le-Château-Auffrique,02380,02,32,990
02218,Coucy-lès-Eppes,02840,02,32,649
02219,Coucy-la-Ville,02380,02,32,194
02220,Coulonges-Cohan,02130,02,32,443
02221,Coupru,02310,02,32,161
02222,Courbes,02800,02,32,39
02223,Courboin,02330,02,32,304
02224,Courcelles-sur-Vesle,02220,02,32,352
02225,Courchamps,02810,02,32,82
02226,Courmelles,02200,02,32,1808
02227,Courmont,02130,02,32,126
02228,Courtemont-Varennes,02850,02,32,361
02229,Courtrizy-et-Fussigny,02820,02,32,78
02230,Couvrelles,02220,02,32,174
02231,Couvron-et-Aumencourt,02270,02,32,926
02232,Coyolles,02600,02,32,366
02233,Cramaille,02130,02,32,127
02234,Craonne,02160,02,32,84
02235,Craonnelle,02160,02,32,119
02236,Crécy-au-Mont,02380,02,32,335
02237,Crécy-sur-Serre,02270,02,32,1472
02238,Crépy,02870,02,32,1812
02239,Crézancy,02650,02,32,1166
02240,Croix-Fonsomme,02110,02,32,183
02241,La Croix-sur-Ourcq,02210,02,32,87
02242,Crouttes-sur-Marne,02310,02,32,591
02243,Crouy,02880,02,32,3049
02244,Crupilly,02120,02,32,64
02245,Cuffies,02880,02,32,1733
02246,Cugny,02480,02,32,607
02248,Cuirieux,02350,02,32,152
02249,Cuiry-Housse,02220,02,32,102
02250,Cuiry-lès-Chaudardes,02160,02,32,84
02251,Cuiry-lès-Iviers,02360,02,32,28
02252,Cuissy-et-Geny,02160,02,32,72
02253,Cuisy-en-Almont,02200,02,32,361
02254,Cutry,02600,02,32,126
02255,Cys-la-Commune,02220,02,32,161
02256,Dagny-Lambercy,02140,02,32,123
02257,Dallon,02680,02,32,424
02258,Dammard,02470,02,32,378
02259,Dampleux,02600,02,32,370
02260,Danizy,02800,02,32,609
02261,Dercy,02270,02,32,392
02262,Deuillet,02700,02,32,208
02263,Dhuizel,02220,02,32,114
02264,Dizy-le-Gros,02340,02,32,717
02265,Dohis,02360,02,32,84
02266,Dolignon,02360,02,32,30
02267,Dommiers,02600,02,32,287
02268,Domptin,02310,02,32,654
02269,Dorengt,02450,02,32,148
02270,Douchy,02590,02,32,153
02271,Dravegny,02130,02,32,134
02272,Droizy,02210,02,32,75
02273,Dury,02480,02,32,191
02274,Ébouleau,02350,02,32,164
02275,Effry,02500,02,32,307
02276,Englancourt,02260,02,32,122
02277,Épagny,02290,02,32,337
02278,Éparcy,02500,02,32,38
02279,Épaux-Bézu,02400,02,32,534
02280,Épieds,02400,02,32,395
02281,L'Épine-aux-Bois,02540,02,32,241
02282,Eppes,02840,02,32,438
02283,Erlon,02250,02,32,278
02284,Erloy,02260,02,32,98
02286,Esquéhéries,02170,02,32,847
02287,Essigny-le-Grand,02690,02,32,1072
02288,Essigny-le-Petit,02100,02,32,345
02289,Essises,02570,02,32,399
02290,Essômes-sur-Marne,02400,02,32,2691
02291,Estrées,02420,02,32,408
02292,Étampes-sur-Marne,02400,02,32,1329
02293,Étaves-et-Bocquiaux,02110,02,32,543
02294,Étouvelles,02000,02,32,208
02295,Étréaupont,02580,02,32,839
02296,Étreillers,02590,02,32,1157
02297,Étrépilly,02400,02,32,125
