nom,latitude,longitude,code_insee,code_postal,region,type_equipement_ou_lieu,departement,dept_code,domaine,sous_domaine,identifiant_qpv_24,label_et_appellation,nombre_fauteuils_de_cinema,nombre_ecrans,multiplexe,type_de_cinema,nombre_de_salles_de_theatre,jauge_du_theatre,surface_bibliotheque,nom_du_reseau_de_bibliotheques,adresse,annee_label_appellation,precision_equipement
Commune D'Ambérieu-En-Bugey - Service Des Archives,45.9581098634323,5.35858969556051,01004,01500,Auvergne-Rhône-Alpes,Service D'Archives,Ain,01,Archives,Unknown,,Unknown,,,,,,,,,"Hôtel de Ville, pl. Robert Marcelpoil",,Archives communales
